,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
531,Brazil,2021-02-06,3401383.0,3399421.0,1962.0,199739.0,"Oxford/AstraZeneca, Sinovac",9497795.0,48707.0,903049.0,231069.0,942.0
532,Brazil,2021-02-07,3553681.0,3534004.0,19677.0,211375.0,"Oxford/AstraZeneca, Sinovac",9524640.0,26845.0,895892.0,231561.0,492.0
533,Brazil,2021-02-08,3605538.0,3579850.0,25688.0,211604.0,"Oxford/AstraZeneca, Sinovac",9550301.0,25661.0,870408.0,232248.0,687.0
534,Brazil,2021-02-09,3820207.0,3786591.0,33616.0,218237.0,"Oxford/AstraZeneca, Sinovac",9602034.0,51733.0,844984.0,233588.0,1340.0
535,Brazil,2021-02-10,4120332.0,4069677.0,50655.0,228375.0,"Oxford/AstraZeneca, Sinovac",9662305.0,60271.0,831230.0,234945.0,1357.0
536,Brazil,2021-02-11,4406835.0,4326075.0,80760.0,190540.0,"Oxford/AstraZeneca, Sinovac",9716298.0,53993.0,836208.0,236397.0,1452.0
537,Brazil,2021-02-12,4696136.0,4586270.0,109866.0,231604.0,"Oxford/AstraZeneca, Sinovac",9765694.0,49396.0,849766.0,237601.0,1204.0
538,Brazil,2021-02-13,5125206.0,4946738.0,178468.0,246260.0,"Oxford/AstraZeneca, Sinovac",9811255.0,45561.0,861768.0,238647.0,1046.0
539,Brazil,2021-02-14,5236943.0,5042713.0,194230.0,240466.0,"Oxford/AstraZeneca, Sinovac",9834513.0,23258.0,849795.0,239294.0,647.0
540,Brazil,2021-02-15,5293979.0,5076110.0,217869.0,241206.0,"Oxford/AstraZeneca, Sinovac",9866710.0,32197.0,821576.0,239895.0,601.0
541,Brazil,2021-02-16,5609937.0,5324317.0,285620.0,255676.0,"Oxford/AstraZeneca, Sinovac",9921981.0,55271.0,797807.0,240983.0,1088.0
542,Brazil,2021-02-17,5883539.0,5326007.0,557532.0,251887.0,"Oxford/AstraZeneca, Sinovac",9979276.0,57295.0,786648.0,242178.0,1195.0
543,Brazil,2021-02-18,6206680.0,5482925.0,723755.0,257121.0,"Oxford/AstraZeneca, Sinovac",10030626.0,51350.0,791770.0,243610.0,1432.0
544,Brazil,2021-02-19,6535156.0,5640483.0,894673.0,262717.0,"Oxford/AstraZeneca, Sinovac",10081693.0,51067.0,807579.0,244955.0,1345.0
545,Brazil,2021-02-20,6813168.0,5756361.0,1056807.0,241137.0,"Oxford/AstraZeneca, Sinovac",10139148.0,57455.0,825203.0,246006.0,1051.0
546,Brazil,2021-02-21,6950802.0,5817908.0,1132894.0,244837.0,"Oxford/AstraZeneca, Sinovac",10168174.0,29026.0,826131.0,246560.0,554.0
547,Brazil,2021-02-22,7028356.0,5857080.0,1171276.0,247768.0,"Oxford/AstraZeneca, Sinovac",10197531.0,29357.0,811040.0,247276.0,716.0
548,Brazil,2021-02-23,7297061.0,6002873.0,1294188.0,241018.0,"Oxford/AstraZeneca, Sinovac",10260621.0,63090.0,796811.0,248646.0,1370.0
549,Brazil,2021-02-24,7551676.0,6116082.0,1435594.0,238305.0,"Oxford/AstraZeneca, Sinovac",10326008.0,65387.0,794911.0,250079.0,1433.0
550,Brazil,2021-02-25,7799000.0,6202055.0,1596945.0,227474.0,"Oxford/AstraZeneca, Sinovac",10393886.0,67878.0,818529.0,251661.0,1582.0
551,Brazil,2021-02-26,8101787.0,6346769.0,1755018.0,223804.0,"Oxford/AstraZeneca, Sinovac",10457794.0,63908.0,848832.0,252988.0,1327.0
1270,France,2021-01-26,1171264.0,1165852.0,5412.0,83647.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3079943.0,22086.0,2786685.0,74106.0,417.0
1271,France,2021-01-27,1274711.0,1262972.0,11739.0,80820.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3106859.0,26916.0,2811678.0,74611.0,505.0
1272,France,2021-01-28,1396881.0,1372680.0,24201.0,78072.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3130629.0,23770.0,2834949.0,75110.0,499.0
1273,France,2021-01-29,1494643.0,1453325.0,41318.0,76418.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3153487.0,22858.0,2854693.0,75620.0,510.0
1274,France,2021-01-30,1525377.0,1479909.0,45468.0,75747.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3177879.0,24392.0,2877817.0,75942.0,322.0
1275,France,2021-01-31,1533630.0,1486493.0,47137.0,75666.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3197114.0,19235.0,2896491.0,76217.0,275.0
1276,France,2021-02-01,1609072.0,1541079.0,67993.0,76290.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3201461.0,4347.0,2899389.0,76753.0,536.0
1277,France,2021-02-02,1717385.0,1615088.0,102297.0,78017.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3224798.0,23337.0,2920664.0,77238.0,485.0
1278,France,2021-02-03,1825982.0,1687026.0,138956.0,78753.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3251160.0,26362.0,2944974.0,77714.0,476.0
1279,France,2021-02-04,1962126.0,1772602.0,189524.0,80749.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3274608.0,23448.0,2967946.0,78190.0,476.0
1280,France,2021-02-05,2077037.0,1843763.0,233274.0,83199.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3296747.0,22139.0,2986595.0,78603.0,413.0
1281,France,2021-02-06,2109641.0,1866091.0,243550.0,83466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3317333.0,20586.0,3005774.0,78866.0,263.0
1282,France,2021-02-07,2120218.0,1871604.0,248614.0,83798.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3337048.0,19715.0,3024962.0,79109.0,243.0
1283,France,2021-02-08,2216826.0,1922706.0,294120.0,86822.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3341365.0,4317.0,3027733.0,79639.0,530.0
1284,France,2021-02-09,2356862.0,1990860.0,366002.0,91354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3360235.0,18870.0,3044371.0,80147.0,508.0
1285,France,2021-02-10,2502935.0,2060675.0,442260.0,96708.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3385622.0,25387.0,3067958.0,80551.0,404.0
1286,France,2021-02-11,2686925.0,2146212.0,540713.0,103543.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3406685.0,21063.0,3086913.0,81019.0,468.0
1287,France,2021-02-12,2839817.0,2225321.0,614496.0,108969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3427386.0,20701.0,3107185.0,81448.0,429.0
1288,France,2021-02-13,2883456.0,2249685.0,633771.0,110545.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3448617.0,21231.0,3128159.0,81705.0,257.0
1289,France,2021-02-14,2896472.0,2255597.0,640875.0,110893.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3465163.0,16546.0,3144479.0,81931.0,226.0
1290,France,2021-02-15,3014973.0,2298086.0,716887.0,114021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3469539.0,4376.0,3144609.0,82402.0,471.0
1291,France,2021-02-16,3174936.0,2357946.0,816990.0,116868.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3489129.0,19590.0,3162079.0,82812.0,410.0
1292,France,2021-02-17,3329201.0,2409831.0,919370.0,118038.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3514147.0,25018.0,3185207.0,83203.0,391.0
1293,France,2021-02-18,3514014.0,2476748.0,1037266.0,118156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3536648.0,22501.0,3205966.0,83555.0,352.0
1294,France,2021-02-19,3668121.0,2540702.0,1127419.0,118329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3560764.0,24116.0,3229673.0,83964.0,409.0
1295,France,2021-02-20,3716619.0,2560982.0,1155637.0,119023.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3583135.0,22371.0,3251831.0,84177.0,213.0
1296,France,2021-02-21,3726513.0,2564530.0,1161983.0,118577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3605181.0,22046.0,3273714.0,84340.0,163.0
1297,France,2021-02-22,3838375.0,2603702.0,1234673.0,117629.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3609827.0,4646.0,3274592.0,84703.0,363.0
1298,France,2021-02-23,3974739.0,2656447.0,1318292.0,114258.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3629891.0,20064.0,3292764.0,85044.0,341.0
1299,France,2021-02-24,4111784.0,2712800.0,1398984.0,111798.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3661410.0,31519.0,3322546.0,85414.0,370.0
1300,France,2021-02-25,4298573.0,2808490.0,1490083.0,112080.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3686813.0,25403.0,3346177.0,85768.0,354.0
1301,France,2021-02-26,4478500.0,2917925.0,1560575.0,115768.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3712020.0,25207.0,3371005.0,86147.0,379.0
1314,Germany,2021-01-14,998619.0,998504.0,115.0,71086.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2004011.0,22957.0,338319.0,45492.0,1088.0
1315,Germany,2021-01-15,1091361.0,1090817.0,544.0,75707.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2023801.0,19790.0,335964.0,46537.0,1045.0
1316,Germany,2021-01-16,1148483.0,1147542.0,941.0,75696.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2038672.0,14871.0,333651.0,47121.0,584.0
1317,Germany,2021-01-17,1193038.0,1178487.0,14551.0,77305.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2050384.0,11712.0,330944.0,47440.0,319.0
1318,Germany,2021-01-18,1267273.0,1236312.0,30961.0,78539.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2059314.0,8930.0,319509.0,48105.0,665.0
1319,Germany,2021-01-19,1361995.0,1303973.0,58022.0,80355.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2071636.0,12322.0,306192.0,49244.0,1139.0
1320,Germany,2021-01-20,1490479.0,1381915.0,108564.0,84567.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2090195.0,18559.0,298199.0,50296.0,1052.0
1321,Germany,2021-01-21,1585674.0,1442199.0,143475.0,83865.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2108895.0,18700.0,295544.0,51151.0,855.0
1322,Germany,2021-01-22,1700227.0,1526008.0,174219.0,86981.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2125261.0,16366.0,293041.0,52020.0,869.0
1323,Germany,2021-01-23,1792282.0,1574754.0,217528.0,91971.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2137689.0,12428.0,289753.0,52536.0,516.0
1324,Germany,2021-01-24,1858384.0,1612829.0,245555.0,95049.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2147772.0,10083.0,287495.0,52777.0,241.0
1325,Germany,2021-01-25,1955659.0,1670574.0,285085.0,98341.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2154352.0,6580.0,277450.0,53402.0,625.0
1326,Germany,2021-01-26,2058324.0,1723686.0,334638.0,99476.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2164068.0,9716.0,265678.0,54390.0,988.0
1327,Germany,2021-01-27,2171100.0,1777705.0,393395.0,97232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2179679.0,15611.0,258321.0,55358.0,968.0
1328,Germany,2021-01-28,2271386.0,1829285.0,442101.0,97959.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2194594.0,14915.0,254674.0,56220.0,862.0
1329,Germany,2021-01-29,2381059.0,1885828.0,495231.0,97262.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2207393.0,12799.0,251541.0,57052.0,832.0
1330,Germany,2021-01-30,2466955.0,1924529.0,542426.0,96382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2217234.0,9841.0,247922.0,57512.0,460.0
1331,Germany,2021-01-31,2529517.0,1955842.0,573675.0,95876.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2225686.0,8452.0,246209.0,57777.0,265.0
1332,Germany,2021-02-01,2643981.0,2004898.0,639083.0,98332.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2232316.0,6630.0,238320.0,58396.0,619.0
1333,Germany,2021-02-02,2770230.0,2061836.0,708394.0,101701.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2239968.0,7652.0,226582.0,59386.0,990.0
1334,Germany,2021-02-03,2911064.0,2118535.0,792529.0,105709.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2252547.0,12579.0,219135.0,60212.0,826.0
1335,Germany,2021-02-04,3045406.0,2180821.0,864585.0,110574.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2265494.0,12947.0,213609.0,60885.0,673.0
1336,Germany,2021-02-05,3176554.0,2239792.0,936762.0,113642.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2276371.0,10877.0,206510.0,61661.0,776.0
1337,Germany,2021-02-06,3280173.0,2288246.0,991927.0,116174.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2284999.0,8628.0,202101.0,61998.0,337.0
1338,Germany,2021-02-07,3339546.0,2321096.0,1018450.0,115718.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2291510.0,6511.0,200182.0,62128.0,130.0
1339,Germany,2021-02-08,3446926.0,2376855.0,1070071.0,114706.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2296326.0,4816.0,192429.0,62597.0,469.0
1340,Germany,2021-02-09,3571367.0,2436796.0,1134571.0,114448.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2302051.0,5725.0,181480.0,63271.0,674.0
1341,Germany,2021-02-10,3720276.0,2511770.0,1208506.0,115602.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2311297.0,9246.0,174218.0,63979.0,708.0
1342,Germany,2021-02-11,3863816.0,2582982.0,1280834.0,116916.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2321215.0,9918.0,169102.0,64513.0,534.0
1343,Germany,2021-02-12,4021422.0,2662563.0,1358859.0,120695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2330422.0,9207.0,164386.0,65036.0,523.0
1344,Germany,2021-02-13,4131246.0,2725783.0,1405463.0,121582.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2336905.0,6483.0,159490.0,65415.0,379.0
1345,Germany,2021-02-14,4198013.0,2765567.0,1432446.0,122638.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2341706.0,4801.0,157040.0,65566.0,151.0
1346,Germany,2021-02-15,4324676.0,2836325.0,1488351.0,125393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2346870.0,5164.0,152121.0,65949.0,383.0
1347,Germany,2021-02-16,4460736.0,2917651.0,1543085.0,127053.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2352766.0,5896.0,144830.0,66536.0,587.0
1348,Germany,2021-02-17,4609109.0,3011444.0,1597665.0,126976.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2362384.0,9618.0,140710.0,67074.0,538.0
1349,Germany,2021-02-18,4753249.0,3103606.0,1649643.0,127062.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2372209.0,9825.0,138762.0,67547.0,473.0
1350,Germany,2021-02-19,4902562.0,3199579.0,1702983.0,125877.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2381259.0,9050.0,136841.0,68118.0,571.0
1351,Germany,2021-02-20,5014655.0,3274144.0,1740511.0,126201.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2388417.0,7158.0,134974.0,68343.0,225.0
1352,Germany,2021-02-21,5100290.0,3330741.0,1769549.0,128897.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2394584.0,6167.0,135541.0,68443.0,100.0
1353,Germany,2021-02-22,5250747.0,3429267.0,1821480.0,132296.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2399500.0,4916.0,132728.0,68772.0,329.0
1354,Germany,2021-02-23,5407456.0,3531670.0,1875786.0,135246.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2405263.0,5763.0,128349.0,69214.0,442.0
1355,Germany,2021-02-24,5577432.0,3646068.0,1931364.0,138332.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2416037.0,10774.0,128727.0,69610.0,396.0
1356,Germany,2021-02-25,5746315.0,3766845.0,1979470.0,141867.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2426819.0,10782.0,130316.0,70003.0,393.0
1357,Germany,2021-02-26,5910537.0,3881490.0,2029047.0,143996.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2436506.0,9687.0,130285.0,70421.0,418.0
1616,India,2021-02-13,8052454.0,8044786.0,7668.0,325305.0,"Covaxin, Oxford/AstraZeneca",10904738.0,12188.0,139277.0,155673.0,85.0
1618,India,2021-02-15,8516771.0,8418653.0,98118.0,322538.0,"Covaxin, Oxford/AstraZeneca",10925311.0,9139.0,138579.0,155840.0,76.0
1619,India,2021-02-16,8857341.0,8641002.0,216339.0,320826.0,"Covaxin, Oxford/AstraZeneca",10937106.0,11795.0,138254.0,155949.0,109.0
1620,India,2021-02-17,9186757.0,8844641.0,342116.0,309949.0,"Covaxin, Oxford/AstraZeneca",10949546.0,12440.0,138802.0,156038.0,89.0
1621,India,2021-02-18,9846523.0,9381591.0,464932.0,334502.0,"Covaxin, Oxford/AstraZeneca",10962189.0,12643.0,140998.0,156123.0,85.0
1622,India,2021-02-19,10449942.0,9693000.0,756942.0,354614.0,"Covaxin, Oxford/AstraZeneca",10976776.0,14587.0,144654.0,156240.0,117.0
1623,India,2021-02-20,10838323.0,9964383.0,873940.0,397981.0,"Covaxin, Oxford/AstraZeneca",10991091.0,14315.0,147214.0,156339.0,99.0
1624,India,2021-02-21,11085173.0,10124531.0,960642.0,400080.0,"Covaxin, Oxford/AstraZeneca",11005071.0,13980.0,151639.0,156418.0,79.0
1625,India,2021-02-22,11424094.0,10308552.0,1115542.0,415332.0,"Covaxin, Oxford/AstraZeneca",11015863.0,10792.0,148882.0,156498.0,80.0
1626,India,2021-02-23,11907392.0,10585757.0,1321635.0,435722.0,"Covaxin, Oxford/AstraZeneca",11029326.0,13463.0,148584.0,156598.0,100.0
1627,India,2021-02-24,12366633.0,10884879.0,1481754.0,454268.0,"Covaxin, Oxford/AstraZeneca",11046470.0,17144.0,153178.0,156742.0,144.0
1628,India,2021-02-25,13067047.0,11206188.0,1860859.0,460075.0,"Covaxin, Oxford/AstraZeneca",11063038.0,16568.0,157418.0,156861.0,119.0
1629,India,2021-02-26,13756940.0,11552857.0,2204083.0,472428.0,"Covaxin, Oxford/AstraZeneca",11079094.0,16056.0,160985.0,156970.0,109.0
1646,Indonesia,2021-01-28,373786.0,368318.0,5468.0,36427.0,Sinovac,1037993.0,13695.0,166540.0,29331.0,476.0
1647,Indonesia,2021-01-29,416299.0,405012.0,11287.0,40614.0,Sinovac,1051795.0,13802.0,170017.0,29518.0,187.0
1648,Indonesia,2021-01-30,502955.0,482145.0,20810.0,51762.0,Sinovac,1066313.0,14518.0,174083.0,29728.0,210.0
1649,Indonesia,2021-01-31,515681.0,493133.0,22548.0,52348.0,Sinovac,1078314.0,12001.0,175095.0,29998.0,270.0
1650,Indonesia,2021-02-01,574938.0,539532.0,35406.0,58997.0,Sinovac,1089308.0,10994.0,175349.0,30277.0,279.0
1651,Indonesia,2021-02-02,648259.0,596260.0,51999.0,57511.0,Sinovac,1099687.0,10379.0,172576.0,30581.0,304.0
1652,Indonesia,2021-02-03,717647.0,646026.0,71621.0,58521.0,Sinovac,1111671.0,11984.0,175236.0,30770.0,189.0
1653,Indonesia,2021-02-04,796819.0,700266.0,96553.0,60433.0,Sinovac,1123105.0,11434.0,174798.0,31001.0,231.0
1654,Indonesia,2021-02-05,865609.0,744884.0,120725.0,64187.0,Sinovac,1134854.0,11749.0,176672.0,31202.0,201.0
1655,Indonesia,2021-02-06,914303.0,777096.0,137207.0,58764.0,Sinovac,1147010.0,12156.0,176433.0,31393.0,191.0
1656,Indonesia,2021-02-07,923449.0,784318.0,139131.0,58253.0,Sinovac,1157837.0,10827.0,176291.0,31556.0,163.0
1657,Indonesia,2021-02-08,985855.0,814585.0,171270.0,58702.0,Sinovac,1166079.0,8242.0,171288.0,31763.0,207.0
1658,Indonesia,2021-02-09,1066860.0,845407.0,221453.0,59800.0,Sinovac,1174779.0,8700.0,169351.0,31976.0,213.0
1659,Indonesia,2021-02-10,1248797.0,969546.0,279251.0,75879.0,Sinovac,1183555.0,8776.0,168416.0,32167.0,191.0
1660,Indonesia,2021-02-11,1362791.0,1017186.0,345605.0,80853.0,Sinovac,1191990.0,8435.0,166492.0,32381.0,214.0
1662,Indonesia,2021-02-13,1475812.0,1060326.0,415486.0,80216.0,Sinovac,1210703.0,8844.0,161731.0,32936.0,280.0
1663,Indonesia,2021-02-14,1494325.0,1068747.0,425578.0,81554.0,Sinovac,1217468.0,6765.0,159012.0,33183.0,247.0
1664,Indonesia,2021-02-15,1578720.0,1096095.0,482625.0,84695.0,Sinovac,1223930.0,6462.0,158498.0,33367.0,184.0
1665,Indonesia,2021-02-16,1658110.0,1120963.0,537147.0,84464.0,Sinovac,1233959.0,10029.0,160689.0,33596.0,229.0
1666,Indonesia,2021-02-17,1747267.0,1149939.0,597328.0,71210.0,Sinovac,1243646.0,9687.0,162182.0,33788.0,192.0
1667,Indonesia,2021-02-18,1787976.0,1164144.0,623832.0,60741.0,Sinovac,1252685.0,9039.0,160494.0,33969.0,181.0
1669,Indonesia,2021-02-20,1956725.0,1224091.0,732634.0,68702.0,Sinovac,1271353.0,8054.0,158197.0,34316.0,164.0
1672,Indonesia,2021-02-23,2059871.0,1269905.0,789966.0,57394.0,Sinovac,1298608.0,9775.0,158604.0,35014.0,323.0
1673,Indonesia,2021-02-24,2188788.0,1363138.0,825650.0,63074.0,Sinovac,1306141.0,7533.0,158162.0,35254.0,240.0
1674,Indonesia,2021-02-25,2315665.0,1461920.0,853745.0,75384.0,Sinovac,1314634.0,8493.0,157705.0,35518.0,264.0
1675,Indonesia,2021-02-26,2449451.0,1583581.0,865870.0,82443.0,Sinovac,1322866.0,8232.0,158408.0,35786.0,268.0
1742,Israel,2021-01-04,1445906.0,1445904.0,2.0,131396.0,"Moderna, Pfizer/BioNTech",448173.0,9304.0,53912.0,3445.0,29.0
1743,Israel,2021-01-05,1572611.0,1572609.0,2.0,127018.0,"Moderna, Pfizer/BioNTech",456139.0,7966.0,58933.0,3495.0,50.0
1744,Israel,2021-01-06,1677393.0,1677391.0,2.0,119948.0,"Moderna, Pfizer/BioNTech",463448.0,7309.0,61553.0,3527.0,32.0
1745,Israel,2021-01-07,1794810.0,1794805.0,5.0,113921.0,"Moderna, Pfizer/BioNTech",471048.0,7600.0,64583.0,3552.0,25.0
1746,Israel,2021-01-08,1861948.0,1861940.0,8.0,113209.0,"Moderna, Pfizer/BioNTech",477357.0,6309.0,65008.0,3596.0,44.0
1747,Israel,2021-01-09,1906953.0,1906923.0,30.0,109295.0,"Moderna, Pfizer/BioNTech",485434.0,8077.0,69493.0,3645.0,49.0
1748,Israel,2021-01-10,1951060.0,1945050.0,6010.0,94029.0,"Moderna, Pfizer/BioNTech",491319.0,5885.0,67741.0,3671.0,26.0
1749,Israel,2021-01-11,1991724.0,1966482.0,25242.0,77974.0,"Moderna, Pfizer/BioNTech",501073.0,9754.0,72363.0,3704.0,33.0
1750,Israel,2021-01-12,2051618.0,1990741.0,60877.0,68430.0,"Moderna, Pfizer/BioNTech",510063.0,8990.0,76132.0,3770.0,66.0
1751,Israel,2021-01-13,2160943.0,2043168.0,117775.0,69079.0,"Moderna, Pfizer/BioNTech",520060.0,9997.0,78221.0,3817.0,47.0
1752,Israel,2021-01-14,2286611.0,2099947.0,186664.0,70257.0,"Moderna, Pfizer/BioNTech",529814.0,9754.0,78636.0,3870.0,53.0
1753,Israel,2021-01-15,2353731.0,2130943.0,222788.0,70255.0,"Moderna, Pfizer/BioNTech",535049.0,5235.0,77781.0,3910.0,40.0
1754,Israel,2021-01-16,2409614.0,2160639.0,248975.0,71809.0,"Moderna, Pfizer/BioNTech",543499.0,8450.0,83611.0,3959.0,49.0
1755,Israel,2021-01-17,2562563.0,2229026.0,333537.0,87358.0,"Moderna, Pfizer/BioNTech",548332.0,4833.0,83104.0,4005.0,46.0
1756,Israel,2021-01-18,2752018.0,2298527.0,453491.0,108613.0,"Moderna, Pfizer/BioNTech",558249.0,9917.0,80633.0,4044.0,39.0
1757,Israel,2021-01-19,2961860.0,2371099.0,590761.0,130035.0,"Moderna, Pfizer/BioNTech",565629.0,7380.0,82652.0,4080.0,36.0
1758,Israel,2021-01-20,3181504.0,2447588.0,733916.0,145794.0,"Moderna, Pfizer/BioNTech",575842.0,10213.0,83272.0,4181.0,101.0
1759,Israel,2021-01-21,3414605.0,2517069.0,897536.0,161142.0,"Moderna, Pfizer/BioNTech",582869.0,7027.0,81046.0,4245.0,64.0
1760,Israel,2021-01-22,3523089.0,2554754.0,968335.0,167051.0,"Moderna, Pfizer/BioNTech",589028.0,6159.0,79942.0,4266.0,21.0
1761,Israel,2021-01-23,3616298.0,2594552.0,1021746.0,172383.0,"Moderna, Pfizer/BioNTech",593961.0,4933.0,76688.0,4341.0,75.0
1762,Israel,2021-01-24,3825283.0,2663443.0,1161840.0,180389.0,"Moderna, Pfizer/BioNTech",597403.0,3442.0,69516.0,4419.0,78.0
1763,Israel,2021-01-25,4044877.0,2744107.0,1300770.0,184694.0,"Moderna, Pfizer/BioNTech",606365.0,8962.0,72033.0,4498.0,79.0
1764,Israel,2021-01-26,4249102.0,2822540.0,1426562.0,183892.0,"Moderna, Pfizer/BioNTech",613578.0,7213.0,74392.0,4512.0,14.0
1765,Israel,2021-01-27,4451106.0,2900101.0,1551005.0,181372.0,"Moderna, Pfizer/BioNTech",621590.0,8012.0,74640.0,4605.0,93.0
1766,Israel,2021-01-28,4660459.0,2979412.0,1681047.0,177979.0,"Moderna, Pfizer/BioNTech",628895.0,7305.0,72507.0,4669.0,64.0
1767,Israel,2021-01-29,4761442.0,3015885.0,1745557.0,176908.0,"Moderna, Pfizer/BioNTech",633991.0,5096.0,71042.0,4700.0,31.0
1768,Israel,2021-01-30,4838287.0,3050112.0,1788175.0,174570.0,"Moderna, Pfizer/BioNTech",638789.0,4798.0,72166.0,4738.0,38.0
1769,Israel,2021-01-31,4970601.0,3123191.0,1847410.0,163617.0,"Moderna, Pfizer/BioNTech",643435.0,4646.0,65898.0,4796.0,58.0
1770,Israel,2021-02-01,5087897.0,3205314.0,1882583.0,149003.0,"Moderna, Pfizer/BioNTech",652246.0,8811.0,74222.0,4816.0,20.0
1771,Israel,2021-02-02,5188509.0,3275064.0,1913445.0,134201.0,"Moderna, Pfizer/BioNTech",659978.0,7732.0,72662.0,4887.0,71.0
